,kAB,kBA,kex,pA,pB,offsetA,offsetB,deltaomega,R2A,R2B,R1A,R1B,M0
0,50.212086694721,112.09845190882623,162.31053860354723,0.690641857720854,0.3093581422791461,0.0,828.9796892716164,828.9796892716164,10.225598841931228,10.225598841931228,2.0,2.0,2226608.7310597715
1,51.003066418506506,134.60095928196628,185.6040257004728,0.7252049559484496,0.27479504405155036,0.0,828.3806576225101,828.3806576225101,9.783224762157074,9.783224762157074,2.0,2.0,2136295.661442309
2,50.76808843979808,137.78991045397456,188.55799889377263,0.7307561135690714,0.2692438864309286,0.0,825.524636951136,825.524636951136,10.307913107230142,10.307913107230142,2.0,2.0,2135604.190186551
3,50.871362918407954,132.90893717651792,183.78030009492588,0.7231946901156873,0.2768053098843128,0.0,818.308377821241,818.308377821241,10.008620590842925,10.008620590842925,2.0,2.0,2133531.5951340673
4,50.5166808516168,138.77292167139785,189.28960252301465,0.7331249039657382,0.2668750960342619,0.0,822.3361893047016,822.3361893047016,9.609956934379062,9.609956934379062,2.0,2.0,2099223.6784126027
5,50.73354043818371,113.18740808556306,163.92094852374677,0.6904999580890414,0.3095000419109586,0.0,843.7408137203133,843.7408137203133,9.743414841416289,9.743414841416289,2.0,2.0,2229441.940981046
6,50.34715972831984,130.52664785364817,180.873807581968,0.721644828505622,0.27835517149437805,0.0,823.1240859649564,823.1240859649564,10.204165114267587,10.204165114267587,2.0,2.0,2151944.5486255973
7,49.946234409651645,126.5671944471623,176.51342885681393,0.7170400307040233,0.2829599692959767,0.0,828.7904986026059,828.7904986026059,9.87532478764139,9.87532478764139,2.0,2.0,2151842.860520858
8,50.70297005860411,137.56853987141722,188.27150993002132,0.7306922854262448,0.26930771457375524,0.0,818.8859331753323,818.8859331753323,9.58076660189384,9.58076660189384,2.0,2.0,2104282.8529992728
9,50.66167694228612,180.97617227925446,231.6378492215406,0.7812892965785015,0.21871070342149837,0.0,802.9655035507049,802.9655035507049,9.277872860857366,9.277872860857366,2.0,2.0,1965201.1039043532
10,50.82230149227247,128.1769312401279,178.9992327324004,0.7160753109581726,0.2839246890418274,0.0,818.53885769933,818.53885769933,9.495532350501968,9.495532350501968,2.0,2.0,2135781.45697002
11,50.12829108396876,121.08510575761547,171.21339684158423,0.7072174724133875,0.29278252758661244,0.0,829.1810336467112,829.1810336467112,10.203926589777804,10.203926589777804,2.0,2.0,2188542.9076497485
12,50.48520075035844,120.84778525392993,171.33298600428836,0.7053386978903478,0.2946613021096523,0.0,832.195684488202,832.195684488202,10.293307226909306,10.293307226909306,2.0,2.0,2197009.3981129057
13,50.56816889117128,121.73716844666649,172.30533733783778,0.7065200087677919,0.293479991232208,0.0,835.4167154378026,835.4167154378026,9.872197924407114,9.872197924407114,2.0,2.0,2179732.740643427
14,50.966451014966125,128.29449161962813,179.26094263459424,0.7156856911164625,0.2843143088835375,0.0,831.6843930040412,831.6843930040412,10.181002407460944,10.181002407460944,2.0,2.0,2178628.2772448766
15,50.43180618126764,133.47455679924545,183.90636298051308,0.7257745443717386,0.2742254556282615,0.0,828.1807935541378,828.1807935541378,10.083717954363827,10.083717954363827,2.0,2.0,2134270.309347333
16,50.36593185551035,116.06877027856785,166.4347021340782,0.6973832307223043,0.30261676927769565,0.0,827.5297218571247,827.5297218571247,10.657886662027117,10.657886662027117,2.0,2.0,2227916.155597847
17,51.14634611460752,139.5040366163543,190.65038273096184,0.7317270210425794,0.26827297895742064,0.0,823.02626635027,823.02626635027,9.908564165817603,9.908564165817603,2.0,2.0,2123010.947151607
18,50.426781461756185,125.4704921315428,175.897273593299,0.7133168671030654,0.28668313289693453,0.0,833.495892162001,833.495892162001,9.622342219852,9.622342219852,2.0,2.0,2155753.293544254
19,50.98806131209618,133.75269701613868,184.74075832823485,0.724002100167284,0.2759978998327161,0.0,829.0646751564773,829.0646751564773,8.975308789741906,8.975308789741906,2.0,2.0,2114429.654449602
20,50.85614024452859,118.57018774028286,169.42632798481145,0.699833308970211,0.300166691029789,0.0,827.574921775727,827.574921775727,9.901126062805659,9.901126062805659,2.0,2.0,2195119.9255353
21,51.51498992101472,163.19186662934072,214.70685655035544,0.7600682588870521,0.23993174111294788,0.0,813.0893109465429,813.0893109465429,9.188264297771747,9.188264297771747,2.0,2.0,2032432.6177666038
